30/6/2021:10:59:30 | ::ffff:127.0.0.1 | POST | /login | 200 | {"message":"e-mail not registered!"}
 | {"name":"SequelizeDatabaseError","parent":{"length":114,"name":"error","severity":"ERROR","code":"22P02","position":"162","file":"numutils.c","line":"323","routine":"pg_strtoint32","sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"},"original":{"length":114,"name":"error","severity":"ERROR","code":"22P02","position":"162","file":"numutils.c","line":"323","routine":"pg_strtoint32","sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"},"sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"}
 | {"message":"add product is success"}
 | {"message":"data updated"}
 | {"message":"add product is success"}
 | {"message":"data success to delete"}
 | [{"id":1,"title":"baju","price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T11:03:37.595Z","updatedAt":"2021-07-30T11:03:37.612Z","categories":{"name":"baju-muslim","id":1}}]
 | [{"id":1,"title":"baju","price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T11:03:37.595Z","updatedAt":"2021-07-30T11:03:37.612Z","categories":{"name":"baju-muslim","id":1}}]
 | [{"id":1,"title":"baju","price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T11:03:37.595Z","updatedAt":"2021-07-30T11:03:37.612Z","categories":{"name":"baju-muslim","id":1}}]
 | [{"id":1,"title":"baju","price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T11:03:37.595Z","updatedAt":"2021-07-30T11:03:37.612Z","categories":{"name":"baju-muslim","id":1}}]
 | [{"id":1,"title":"baju","price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T11:03:37.595Z","updatedAt":"2021-07-30T11:03:37.612Z","categories":{"name":"baju-muslim","id":1}}]
 | [{"id":1,"title":"baju","price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T11:03:37.595Z","updatedAt":"2021-07-30T11:03:37.612Z","categories":{"name":"baju-muslim","id":1}}]
 | [{"id":1,"title":"baju","price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T11:03:37.595Z","updatedAt":"2021-07-30T11:03:37.612Z","categories":{"name":"baju-muslim","id":1}}]
 | {"message":"add data bag success"}
 | {"message":"update data bag success"}
 | {"message":"add data bag success"}
 | {"message":"delete data bag success"}
 | [{"id":1,"product_id":1,"qty":3,"user":"emailTest@gmail.com","createdAt":"2021-07-30T11:03:37.751Z","updatedAt":"2021-07-30T11:03:37.778Z"}]
 | {"message":"edit profil success"}
 | {"message":"edit profil success"}
 | {"message":"edit password success"}
 | {"message":"edit password success"}
 | {"message":"error password wrong!"}
 | [{"id":1,"name":"useredit","email":"emailTest@gmail.com","password":"$2b$10$LfPVd9.Ybt89v.AdoU62vuBkDDo1hEppfKHlwJvnQlbAWfFlbyOee","image":"public/images/blank.jpg","roles":"admin","createdAt":"2021-07-30T11:03:37.190Z","updatedAt":"2021-07-30T11:03:38.252Z"}]
 | [{"id":1,"name":"useredit","email":"emailTest@gmail.com","password":"$2b$10$LfPVd9.Ybt89v.AdoU62vuBkDDo1hEppfKHlwJvnQlbAWfFlbyOee","image":"public/images/blank.jpg","roles":"admin","createdAt":"2021-07-30T11:03:37.190Z","updatedAt":"2021-07-30T11:03:38.252Z"}]
 | {"message":"register success"}
 | {"message":"e-mail already registered"}
 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiZW1haWxUZXN0QGdtYWlsLmNvbSIsInJvbGVzIjoiYWRtaW4iLCJpYXQiOjE2Mjc2NDMzNjcsImV4cCI6MTYyNzcyOTc2N30.Nvy8wAr5-1MSfCuDHN-G6uN43rdN3mi6lb2-tcBAoqY"}
 | {"message":"add categories is success"}
 | {"message":"edit category is success"}
 | {"message":"add categories is success"}
 | {"message":"category success to delete"}
 | {"name":"SequelizeDatabaseError","parent":{"length":114,"name":"error","severity":"ERROR","code":"22P02","position":"162","file":"numutils.c","line":"323","routine":"pg_strtoint32","sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"},"original":{"length":114,"name":"error","severity":"ERROR","code":"22P02","position":"162","file":"numutils.c","line":"323","routine":"pg_strtoint32","sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"},"sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"}
 | {"name":"SequelizeDatabaseError","parent":{"length":114,"name":"error","severity":"ERROR","code":"22P02","position":"162","file":"numutils.c","line":"323","routine":"pg_strtoint32","sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"},"original":{"length":114,"name":"error","severity":"ERROR","code":"22P02","position":"162","file":"numutils.c","line":"323","routine":"pg_strtoint32","sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"},"sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"}
 | {"name":"SequelizeDatabaseError","parent":{"length":114,"name":"error","severity":"ERROR","code":"22P02","position":"162","file":"numutils.c","line":"323","routine":"pg_strtoint32","sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"},"original":{"length":114,"name":"error","severity":"ERROR","code":"22P02","position":"162","file":"numutils.c","line":"323","routine":"pg_strtoint32","sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"},"sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"}
 | {"message":"add product is success"}
 | {"message":"data updated"}
 | {"message":"add product is success"}
 | {"message":"data success to delete"}
 | [{"id":1,"title":"baju","price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T11:09:27.893Z","updatedAt":"2021-07-30T11:09:27.918Z","categories":{"name":"baju-muslim","id":1}}]
 | [{"id":1,"title":"baju","price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T11:09:27.893Z","updatedAt":"2021-07-30T11:09:27.918Z","categories":{"name":"baju-muslim","id":1}}]
 | [{"id":1,"title":"baju","price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T11:09:27.893Z","updatedAt":"2021-07-30T11:09:27.918Z","categories":{"name":"baju-muslim","id":1}}]
 | [{"id":1,"title":"baju","price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T11:09:27.893Z","updatedAt":"2021-07-30T11:09:27.918Z","categories":{"name":"baju-muslim","id":1}}]
 | [{"id":1,"title":"baju","price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T11:09:27.893Z","updatedAt":"2021-07-30T11:09:27.918Z","categories":{"name":"baju-muslim","id":1}}]
 | [{"id":1,"title":"baju","price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T11:09:27.893Z","updatedAt":"2021-07-30T11:09:27.918Z","categories":{"name":"baju-muslim","id":1}}]
 | [{"id":1,"title":"baju","price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T11:09:27.893Z","updatedAt":"2021-07-30T11:09:27.918Z","categories":{"name":"baju-muslim","id":1}}]
 | {"message":"add data bag success"}
 | {"message":"update data bag success"}
 | {"message":"add data bag success"}
 | {"message":"delete data bag success"}
 | [{"id":1,"product_id":1,"qty":3,"user":"emailTest@gmail.com","createdAt":"2021-07-30T11:09:28.087Z","updatedAt":"2021-07-30T11:09:28.114Z"}]
 | {"message":"edit profil success"}
 | {"message":"edit profil success"}
 | {"message":"edit password success"}
 | {"message":"edit password success"}
 | {"message":"error password wrong!"}
 | [{"id":1,"name":"useredit","email":"emailTest@gmail.com","password":"$2b$10$fOwD7GLmDOnAf9/ZGLOiZOtF5XYk4bulYg9.PYfYBQUx3TyROSzeG","image":"public/images/blank.jpg","roles":"admin","createdAt":"2021-07-30T11:09:27.479Z","updatedAt":"2021-07-30T11:09:28.585Z"}]
 | [{"id":1,"name":"useredit","email":"emailTest@gmail.com","password":"$2b$10$fOwD7GLmDOnAf9/ZGLOiZOtF5XYk4bulYg9.PYfYBQUx3TyROSzeG","image":"public/images/blank.jpg","roles":"admin","createdAt":"2021-07-30T11:09:27.479Z","updatedAt":"2021-07-30T11:09:28.585Z"}]
 | {"message":"register success"}
 | {"message":"e-mail already registered"}
 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiZW1haWxUZXN0QGdtYWlsLmNvbSIsInJvbGVzIjoiYWRtaW4iLCJpYXQiOjE2Mjc2NDM0NjksImV4cCI6MTYyNzcyOTg2OX0.sUo7InVOLK4GbEfRoKJIp7E_nzBFYILRsLUWsonOc4g"}
 | {"message":"add categories is success"}
 | {"message":"edit category is success"}
 | {"message":"add categories is success"}
 | {"message":"category success to delete"}
 | {"name":"SequelizeDatabaseError","parent":{"length":114,"name":"error","severity":"ERROR","code":"22P02","position":"162","file":"numutils.c","line":"323","routine":"pg_strtoint32","sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"},"original":{"length":114,"name":"error","severity":"ERROR","code":"22P02","position":"162","file":"numutils.c","line":"323","routine":"pg_strtoint32","sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"},"sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"}
 | {"name":"SequelizeDatabaseError","parent":{"length":114,"name":"error","severity":"ERROR","code":"22P02","position":"162","file":"numutils.c","line":"323","routine":"pg_strtoint32","sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"},"original":{"length":114,"name":"error","severity":"ERROR","code":"22P02","position":"162","file":"numutils.c","line":"323","routine":"pg_strtoint32","sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"},"sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"}
 | {"name":"SequelizeDatabaseError","parent":{"length":114,"name":"error","severity":"ERROR","code":"22P02","position":"162","file":"numutils.c","line":"323","routine":"pg_strtoint32","sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"},"original":{"length":114,"name":"error","severity":"ERROR","code":"22P02","position":"162","file":"numutils.c","line":"323","routine":"pg_strtoint32","sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"},"sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"}
 | {"message":"add product is success"}
 | {"message":"data updated"}
 | {"message":"add product is success"}
 | {"message":"data success to delete"}
 | [{"id":1,"title":"baju","price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T11:11:09.471Z","updatedAt":"2021-07-30T11:11:09.493Z","categories":{"name":"baju-muslim","id":1}}]
 | [{"id":1,"title":"baju","price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T11:11:09.471Z","updatedAt":"2021-07-30T11:11:09.493Z","categories":{"name":"baju-muslim","id":1}}]
 | [{"id":1,"title":"baju","price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T11:11:09.471Z","updatedAt":"2021-07-30T11:11:09.493Z","categories":{"name":"baju-muslim","id":1}}]
 | [{"id":1,"title":"baju","price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T11:11:09.471Z","updatedAt":"2021-07-30T11:11:09.493Z","categories":{"name":"baju-muslim","id":1}}]
 | {"message":"add data bag success"}
 | {"message":"update data bag success"}
 | {"message":"add data bag success"}
 | {"message":"delete data bag success"}
 | [{"id":1,"product_id":1,"qty":3,"user":"emailTest@gmail.com","createdAt":"2021-07-30T11:11:09.606Z","updatedAt":"2021-07-30T11:11:09.638Z"}]
 | {"message":"edit profil success"}
 | {"message":"edit profil success"}
 | {"message":"edit password success"}
 | {"message":"edit password success"}
 | {"message":"error password wrong!"}
 | [{"id":1,"name":"useredit","email":"emailTest@gmail.com","password":"$2b$10$A.MT5WZJn5BglE2kLQ2LaOfJzuBA6f.crgez3IZ0Qk/kIs8ksN832","image":"public/images/blank.jpg","roles":"admin","createdAt":"2021-07-30T11:11:09.066Z","updatedAt":"2021-07-30T11:11:10.115Z"}]
 | [{"id":1,"name":"useredit","email":"emailTest@gmail.com","password":"$2b$10$A.MT5WZJn5BglE2kLQ2LaOfJzuBA6f.crgez3IZ0Qk/kIs8ksN832","image":"public/images/blank.jpg","roles":"admin","createdAt":"2021-07-30T11:11:09.066Z","updatedAt":"2021-07-30T11:11:10.115Z"}]
 | {"message":"register success"}
 | {"message":"e-mail already registered"}
 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiZW1haWxUZXN0QGdtYWlsLmNvbSIsInJvbGVzIjoiYWRtaW4iLCJpYXQiOjE2Mjc2NDM1MDYsImV4cCI6MTYyNzcyOTkwNn0.c81KfY78oFdDPZAv5VDEE9N36BtdaaSCUAEoMjJYh3g"}
 | {"message":"add categories is success"}
 | {"message":"edit category is success"}
 | {"message":"add categories is success"}
 | {"message":"category success to delete"}
 | {"name":"SequelizeDatabaseError","parent":{"length":114,"name":"error","severity":"ERROR","code":"22P02","position":"162","file":"numutils.c","line":"323","routine":"pg_strtoint32","sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"},"original":{"length":114,"name":"error","severity":"ERROR","code":"22P02","position":"162","file":"numutils.c","line":"323","routine":"pg_strtoint32","sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"},"sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"}
 | {"name":"SequelizeDatabaseError","parent":{"length":114,"name":"error","severity":"ERROR","code":"22P02","position":"162","file":"numutils.c","line":"323","routine":"pg_strtoint32","sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"},"original":{"length":114,"name":"error","severity":"ERROR","code":"22P02","position":"162","file":"numutils.c","line":"323","routine":"pg_strtoint32","sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"},"sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"}
 | {"name":"SequelizeDatabaseError","parent":{"length":114,"name":"error","severity":"ERROR","code":"22P02","position":"162","file":"numutils.c","line":"323","routine":"pg_strtoint32","sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"},"original":{"length":114,"name":"error","severity":"ERROR","code":"22P02","position":"162","file":"numutils.c","line":"323","routine":"pg_strtoint32","sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"},"sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"}
 | {"message":"add product is success"}
 | {"message":"data updated"}
 | {"message":"add product is success"}
 | {"message":"data success to delete"}
 | [{"id":1,"title":"baju","price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T11:11:46.836Z","updatedAt":"2021-07-30T11:11:46.880Z","categories":{"name":"baju-muslim","id":1}}]
 | [{"id":1,"title":"baju","price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T11:11:46.836Z","updatedAt":"2021-07-30T11:11:46.880Z","categories":{"name":"baju-muslim","id":1}}]
 | [{"id":1,"title":"baju","price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T11:11:46.836Z","updatedAt":"2021-07-30T11:11:46.880Z","categories":{"name":"baju-muslim","id":1}}]
 | [{"id":1,"title":"baju","price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T11:11:46.836Z","updatedAt":"2021-07-30T11:11:46.880Z","categories":{"name":"baju-muslim","id":1}}]
 | [{"id":1,"title":"baju","price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T11:11:46.836Z","updatedAt":"2021-07-30T11:11:46.880Z","categories":{"name":"baju-muslim","id":1}}]
 | [{"id":1,"title":"baju","price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T11:11:46.836Z","updatedAt":"2021-07-30T11:11:46.880Z","categories":{"name":"baju-muslim","id":1}}]
 | [{"id":1,"title":"baju","price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T11:11:46.836Z","updatedAt":"2021-07-30T11:11:46.880Z","categories":{"name":"baju-muslim","id":1}}]
 | {"message":"add data bag success"}
 | {"message":"update data bag success"}
 | {"message":"add data bag success"}
 | {"message":"delete data bag success"}
 | [{"id":1,"product_id":1,"qty":3,"user":"emailTest@gmail.com","createdAt":"2021-07-30T11:11:47.016Z","updatedAt":"2021-07-30T11:11:47.044Z"}]
 | {"message":"edit profil success"}
 | {"message":"edit profil success"}
 | {"message":"edit password success"}
 | {"message":"edit password success"}
 | {"message":"error password wrong!"}
 | [{"id":1,"name":"useredit","email":"emailTest@gmail.com","password":"$2b$10$niDhYYS/90ScmwVvens7zO6TD9gZMyt1kY4a1sDDpcHO2kTymAk7m","image":"public/images/blank.jpg","roles":"admin","createdAt":"2021-07-30T11:11:46.417Z","updatedAt":"2021-07-30T11:11:47.525Z"}]
 | [{"id":1,"name":"useredit","email":"emailTest@gmail.com","password":"$2b$10$niDhYYS/90ScmwVvens7zO6TD9gZMyt1kY4a1sDDpcHO2kTymAk7m","image":"public/images/blank.jpg","roles":"admin","createdAt":"2021-07-30T11:11:46.417Z","updatedAt":"2021-07-30T11:11:47.525Z"}]
 | {"message":"register success"}
 | {"message":"e-mail already registered"}
 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiZW1haWxUZXN0QGdtYWlsLmNvbSIsInJvbGVzIjoiYWRtaW4iLCJpYXQiOjE2Mjc2NDM1MzksImV4cCI6MTYyNzcyOTkzOX0.pCvtMZbFoRhtQ0tBKPRBjmVC4crBhjUd50WcxjX_eYw"}
 | {"message":"add categories is success"}
 | {"message":"edit category is success"}
 | {"message":"add categories is success"}
 | {"message":"category success to delete"}
 | {"name":"SequelizeDatabaseError","parent":{"length":114,"name":"error","severity":"ERROR","code":"22P02","position":"162","file":"numutils.c","line":"323","routine":"pg_strtoint32","sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"},"original":{"length":114,"name":"error","severity":"ERROR","code":"22P02","position":"162","file":"numutils.c","line":"323","routine":"pg_strtoint32","sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"},"sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"}
 | {"name":"SequelizeDatabaseError","parent":{"length":114,"name":"error","severity":"ERROR","code":"22P02","position":"162","file":"numutils.c","line":"323","routine":"pg_strtoint32","sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"},"original":{"length":114,"name":"error","severity":"ERROR","code":"22P02","position":"162","file":"numutils.c","line":"323","routine":"pg_strtoint32","sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"},"sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"}
 | {"name":"SequelizeDatabaseError","parent":{"length":114,"name":"error","severity":"ERROR","code":"22P02","position":"162","file":"numutils.c","line":"323","routine":"pg_strtoint32","sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"},"original":{"length":114,"name":"error","severity":"ERROR","code":"22P02","position":"162","file":"numutils.c","line":"323","routine":"pg_strtoint32","sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"},"sql":"SELECT \"id\", \"title\", \"category_id\", \"price\", \"brand\", \"review\", \"star\", \"image\", \"createdAt\", \"updatedAt\" FROM \"products\" AS \"products\" WHERE \"products\".\"id\" = 'category';"}
 | {"message":"add product is success"}
 | {"message":"data updated"}
 | {"message":"add product is success"}
 | {"message":"data success to delete"}
 | [{"id":1,"title":"baju","price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T11:12:19.980Z","updatedAt":"2021-07-30T11:12:20.011Z","categories":{"name":"baju-muslim","id":1}}]
 | [{"id":1,"title":"baju","price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T11:12:19.980Z","updatedAt":"2021-07-30T11:12:20.011Z","categories":{"name":"baju-muslim","id":1}}]
 | [{"id":1,"title":"baju","price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T11:12:19.980Z","updatedAt":"2021-07-30T11:12:20.011Z","categories":{"name":"baju-muslim","id":1}}]
 | [{"id":1,"title":"baju","price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T11:12:19.980Z","updatedAt":"2021-07-30T11:12:20.011Z","categories":{"name":"baju-muslim","id":1}}]
 | [{"id":1,"title":"baju","price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T11:12:19.980Z","updatedAt":"2021-07-30T11:12:20.011Z","categories":{"name":"baju-muslim","id":1}}]
 | [{"id":1,"title":"baju","price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T11:12:19.980Z","updatedAt":"2021-07-30T11:12:20.011Z","categories":{"name":"baju-muslim","id":1}}]
 | [{"id":1,"title":"baju","price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T11:12:19.980Z","updatedAt":"2021-07-30T11:12:20.011Z","categories":{"name":"baju-muslim","id":1}}]
 | {"message":"add data bag success"}
 | {"message":"update data bag success"}
 | {"message":"add data bag success"}
 | {"message":"delete data bag success"}
 | [{"id":1,"product_id":1,"qty":3,"user":"emailTest@gmail.com","createdAt":"2021-07-30T11:12:20.185Z","updatedAt":"2021-07-30T11:12:20.205Z"}]
 | {"message":"edit profil success"}
 | {"message":"edit profil success"}
 | {"message":"edit password success"}
 | {"message":"edit password success"}
 | {"message":"error password wrong!"}
