20/6/2021:10:0:05 | ::ffff:127.0.0.1 | POST | /register | 200 | {"message":"e-mail already registered"}
20/6/2021:11:38:21 | ::ffff:127.0.0.1 | POST | /product/category | 200 | {"message":"add categories is success"}
20/6/2021:11:38:21 | ::ffff:127.0.0.1 | PUT | /product/category | 200 | {"message":"edit category is success"}
20/6/2021:11:38:21 | ::ffff:127.0.0.1 | POST | /product | 200 | {"message":"add product is success"}
20/6/2021:11:38:21 | ::ffff:127.0.0.1 | PUT | /product | 200 | {"message":"id not found!"}
20/6/2021:11:38:21 | ::ffff:127.0.0.1 | DELETE | /product/4 | 200 | {"message":"id not found!"}
20/6/2021:11:38:21 | ::ffff:127.0.0.1 | POST | /register | 200 | {"message":"e-mail already registered"}
20/6/2021:11:38:21 | ::ffff:127.0.0.1 | DELETE | /product/category/7 | 200 | {"message":"category success to delete"}
20/6/2021:11:38:21 | ::ffff:127.0.0.1 | POST | /register | 200 | {"message":"e-mail already registered"}
20/6/2021:11:38:21 | ::ffff:127.0.0.1 | POST | /login | 200 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoidGVzdEBnbWFpbC5jb20iLCJyb2xlcyI6ImFkbWluIiwiaWF0IjoxNjI2NzU1OTAyLCJleHAiOjE2MjY4NDIzMDJ9.Y45V_cbZXYNutLUSU5pNNTZqWFODNRrnqoW_vD9NhJ0"}
20/6/2021:11:49:59 | ::ffff:127.0.0.1 | POST | /register | 200 | {"message":"e-mail already registered"}
20/6/2021:11:49:59 | ::ffff:127.0.0.1 | POST | /register | 200 | {"message":"e-mail already registered"}
20/6/2021:11:49:59 | ::ffff:127.0.0.1 | POST | /login | 200 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoidGVzdEBnbWFpbC5jb20iLCJyb2xlcyI6ImFkbWluIiwiaWF0IjoxNjI2NzU2NTk5LCJleHAiOjE2MjY4NDI5OTl9.fJiFmxlDOe344frj_NO9dn609Bn-T_p2YUQ3gfbsikQ"}
20/6/2021:11:49:59 | ::ffff:127.0.0.1 | POST | /login | 200 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoidXNlckBnbWFpbC5jb20iLCJyb2xlcyI6ImFkbWluIiwiaWF0IjoxNjI2NzU2NTk5LCJleHAiOjE2MjY4NDI5OTl9.lKqsrTJ9PgQH_opQauPLnneka5NU1IqC50hlpJMhQYI"}
20/6/2021:11:49:59 | ::ffff:127.0.0.1 | GET | /product | 200 | []
20/6/2021:11:49:59 | ::ffff:127.0.0.1 | POST | /login | 200 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoidXNlckBnbWFpbC5jb20iLCJyb2xlcyI6ImFkbWluIiwiaWF0IjoxNjI2NzU2NTk5LCJleHAiOjE2MjY4NDI5OTl9.lKqsrTJ9PgQH_opQauPLnneka5NU1IqC50hlpJMhQYI"}
20/6/2021:11:49:59 | ::ffff:127.0.0.1 | POST | /product | 200 | {"message":"category not found"}
20/6/2021:11:49:59 | ::ffff:127.0.0.1 | GET | /product/category | 200 | []
20/6/2021:11:49:59 | ::ffff:127.0.0.1 | PUT | /product | 200 | {"message":"id not found!"}
20/6/2021:11:49:59 | ::ffff:127.0.0.1 | POST | /product/category | 200 | {"message":"add categories is success"}
20/6/2021:11:50:00 | ::ffff:127.0.0.1 | PUT | /product/category | 200 | {"message":"category id not found"}
20/6/2021:11:50:00 | ::ffff:127.0.0.1 | DELETE | /product/category/7 | 200 | {"message":"category id not found!"}
20/6/2021:11:51:02 | ::ffff:127.0.0.1 | POST | /login | 200 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoidXNlckBnbWFpbC5jb20iLCJyb2xlcyI6ImFkbWluIiwiaWF0IjoxNjI2NzU2NjYyLCJleHAiOjE2MjY4NDMwNjJ9.XHRxsVTGxcbxHRA2cOSHQX0VfzsgfbcIvB35lXcsRKQ"}
20/6/2021:11:51:02 | ::ffff:127.0.0.1 | GET | /product | 200 | []
20/6/2021:11:51:02 | ::ffff:127.0.0.1 | POST | /product | 200 | {"message":"category not found"}
20/6/2021:11:51:02 | ::ffff:127.0.0.1 | PUT | /product | 200 | {"message":"id not found!"}
20/6/2021:11:51:02 | ::ffff:127.0.0.1 | POST | /register | 200 | {"message":"e-mail already registered"}
20/6/2021:11:51:02 | ::ffff:127.0.0.1 | POST | /login | 200 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoidXNlckBnbWFpbC5jb20iLCJyb2xlcyI6ImFkbWluIiwiaWF0IjoxNjI2NzU2NjYyLCJleHAiOjE2MjY4NDMwNjJ9.XHRxsVTGxcbxHRA2cOSHQX0VfzsgfbcIvB35lXcsRKQ"}
20/6/2021:11:51:02 | ::ffff:127.0.0.1 | POST | /register | 200 | {"message":"e-mail already registered"}
20/6/2021:11:51:02 | ::ffff:127.0.0.1 | GET | /product/category | 200 | [{"id":1,"name":"shose","image":"public/images/blank.jpg","createdAt":"2021-07-20T04:49:59.947Z","updatedAt":"2021-07-20T04:49:59.947Z"}]
20/6/2021:11:51:02 | ::ffff:127.0.0.1 | POST | /product/category | 200 | {"message":"add categories is success"}
20/6/2021:11:51:02 | ::ffff:127.0.0.1 | PUT | /product/category | 200 | {"message":"category id not found"}
20/6/2021:11:51:02 | ::ffff:127.0.0.1 | POST | /login | 200 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoidGVzdEBnbWFpbC5jb20iLCJyb2xlcyI6ImFkbWluIiwiaWF0IjoxNjI2NzU2NjYyLCJleHAiOjE2MjY4NDMwNjJ9.zw75KlKLDT025INHyrM-QuBwmumjjwiI3CXjuXiHAsM"}
20/6/2021:11:51:02 | ::ffff:127.0.0.1 | DELETE | /product/category/7 | 200 | {"message":"category id not found!"}
20/6/2021:11:52:39 | ::ffff:127.0.0.1 | POST | /register | 200 | {"message":"e-mail already registered"}
20/6/2021:11:52:39 | ::ffff:127.0.0.1 | POST | /register | 200 | {"message":"e-mail already registered"}
20/6/2021:11:52:39 | ::ffff:127.0.0.1 | POST | /login | 200 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoidXNlckBnbWFpbC5jb20iLCJyb2xlcyI6ImFkbWluIiwiaWF0IjoxNjI2NzU2NzU5LCJleHAiOjE2MjY4NDMxNTl9.y7xVgnSl-F41Pms1DCg-OQ47XoJPyiZ2CivhgLDpgmY"}
20/6/2021:11:52:39 | ::ffff:127.0.0.1 | GET | /product/category | 200 | [{"id":2,"name":"shose","image":"public/images/blank.jpg","createdAt":"2021-07-20T04:51:02.867Z","updatedAt":"2021-07-20T04:51:02.867Z"},{"id":1,"name":"shose","image":"public/images/blank.jpg","createdAt":"2021-07-20T04:49:59.947Z","updatedAt":"2021-07-20T04:49:59.947Z"}]
20/6/2021:11:52:39 | ::ffff:127.0.0.1 | POST | /login | 200 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoidGVzdEBnbWFpbC5jb20iLCJyb2xlcyI6ImFkbWluIiwiaWF0IjoxNjI2NzU2NzU5LCJleHAiOjE2MjY4NDMxNTl9.61neYX30KJGPMc-tjUmeX_wZx57OjgFZkHfbK2z-Fjw"}
20/6/2021:11:52:39 | ::ffff:127.0.0.1 | POST | /product/category | 200 | {"message":"add categories is success"}
20/6/2021:11:52:39 | ::ffff:127.0.0.1 | PUT | /product/category | 200 | {"message":"category id not found"}
20/6/2021:11:52:39 | ::ffff:127.0.0.1 | POST | /login | 200 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoidXNlckBnbWFpbC5jb20iLCJyb2xlcyI6ImFkbWluIiwiaWF0IjoxNjI2NzU2NzU5LCJleHAiOjE2MjY4NDMxNTl9.y7xVgnSl-F41Pms1DCg-OQ47XoJPyiZ2CivhgLDpgmY"}
20/6/2021:11:52:39 | ::ffff:127.0.0.1 | GET | /product | 200 | []
20/6/2021:11:52:39 | ::ffff:127.0.0.1 | POST | /product | 200 | {"message":"category not found"}
20/6/2021:11:52:39 | ::ffff:127.0.0.1 | PUT | /product | 200 | {"message":"id not found!"}
20/6/2021:11:56:36 | ::ffff:127.0.0.1 | POST | /register | 200 | {"message":"e-mail already registered"}
20/6/2021:11:56:37 | ::ffff:127.0.0.1 | POST | /register | 200 | {"message":"e-mail already registered"}
20/6/2021:11:56:37 | ::ffff:127.0.0.1 | POST | /login | 200 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoidGVzdEBnbWFpbC5jb20iLCJyb2xlcyI6ImFkbWluIiwiaWF0IjoxNjI2NzU2OTk3LCJleHAiOjE2MjY4NDMzOTd9.DDNwrhWgiUgDV-dBhAk3HlKMB8ij8ZW4IrKSYDzTdaY"}
20/6/2021:11:56:36 | ::ffff:127.0.0.1 | POST | /login | 200 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoidXNlckBnbWFpbC5jb20iLCJyb2xlcyI6ImFkbWluIiwiaWF0IjoxNjI2NzU2OTk3LCJleHAiOjE2MjY4NDMzOTd9.FUxRqVT0nXqEMtADa52EPqjnt6ShJFB93kZpJ8tHcPM"}
20/6/2021:11:56:37 | ::ffff:127.0.0.1 | GET | /product/category | 200 | [{"id":3,"name":"shose","image":"public/images/blank.jpg","createdAt":"2021-07-20T04:52:39.731Z","updatedAt":"2021-07-20T04:52:39.731Z"},{"id":2,"name":"shose","image":"public/images/blank.jpg","createdAt":"2021-07-20T04:51:02.867Z","updatedAt":"2021-07-20T04:51:02.867Z"},{"id":1,"name":"shose","image":"public/images/blank.jpg","createdAt":"2021-07-20T04:49:59.947Z","updatedAt":"2021-07-20T04:49:59.947Z"}]
20/6/2021:11:56:37 | ::ffff:127.0.0.1 | POST | /product/category | 200 | {"message":"add categories is success"}
20/6/2021:11:56:37 | ::ffff:127.0.0.1 | PUT | /product/category | 200 | {"message":"category id not found"}
20/6/2021:11:56:37 | ::ffff:127.0.0.1 | POST | /login | 200 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoidXNlckBnbWFpbC5jb20iLCJyb2xlcyI6ImFkbWluIiwiaWF0IjoxNjI2NzU2OTk3LCJleHAiOjE2MjY4NDMzOTd9.FUxRqVT0nXqEMtADa52EPqjnt6ShJFB93kZpJ8tHcPM"}
20/6/2021:11:56:37 | ::ffff:127.0.0.1 | GET | /product | 200 | []
20/6/2021:11:56:37 | ::ffff:127.0.0.1 | POST | /product | 200 | {"message":"add product is success"}
20/6/2021:11:56:37 | ::ffff:127.0.0.1 | PUT | /product | 200 | {"message":"id not found!"}
20/6/2021:11:59:01 | ::ffff:127.0.0.1 | POST | /register | 200 | {"message":"e-mail already registered"}
20/6/2021:11:59:01 | ::ffff:127.0.0.1 | POST | /register | 200 | {"message":"e-mail already registered"}
20/6/2021:11:59:01 | ::ffff:127.0.0.1 | POST | /login | 200 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoidGVzdEBnbWFpbC5jb20iLCJyb2xlcyI6ImFkbWluIiwiaWF0IjoxNjI2NzU3MTQxLCJleHAiOjE2MjY4NDM1NDF9.R5x0ynINKIEjV12lFEhlkH3-PwOF2SJlkslRFRU5OgI"}
20/6/2021:11:59:01 | ::ffff:127.0.0.1 | POST | /login | 200 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoidXNlckBnbWFpbC5jb20iLCJyb2xlcyI6ImFkbWluIiwiaWF0IjoxNjI2NzU3MTQxLCJleHAiOjE2MjY4NDM1NDF9.Wt13mVlzVIfCQZnzYtzrhAtdkojPB5PaeW4HR95G-5Y"}
20/6/2021:11:59:01 | ::ffff:127.0.0.1 | GET | /product | 200 | [{"id":1,"title":"baju","category_id":4,"price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-20T04:56:37.499Z","updatedAt":"2021-07-20T04:56:37.499Z"}]
20/6/2021:11:59:01 | ::ffff:127.0.0.1 | POST | /product | 200 | {"message":"add product is success"}
20/6/2021:11:59:01 | ::ffff:127.0.0.1 | PUT | /product | 200 | {"message":"id not found!"}
20/6/2021:11:59:01 | ::ffff:127.0.0.1 | POST | /login | 200 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoidXNlckBnbWFpbC5jb20iLCJyb2xlcyI6ImFkbWluIiwiaWF0IjoxNjI2NzU3MTQxLCJleHAiOjE2MjY4NDM1NDF9.Wt13mVlzVIfCQZnzYtzrhAtdkojPB5PaeW4HR95G-5Y"}
20/6/2021:11:59:01 | ::ffff:127.0.0.1 | GET | /product/category | 200 | [{"id":4,"name":"shose","image":"public/images/blank.jpg","createdAt":"2021-07-20T04:56:37.225Z","updatedAt":"2021-07-20T04:56:37.225Z"},{"id":3,"name":"shose","image":"public/images/blank.jpg","createdAt":"2021-07-20T04:52:39.731Z","updatedAt":"2021-07-20T04:52:39.731Z"},{"id":2,"name":"shose","image":"public/images/blank.jpg","createdAt":"2021-07-20T04:51:02.867Z","updatedAt":"2021-07-20T04:51:02.867Z"},{"id":1,"name":"shose","image":"public/images/blank.jpg","createdAt":"2021-07-20T04:49:59.947Z","updatedAt":"2021-07-20T04:49:59.947Z"}]
20/6/2021:11:59:01 | ::ffff:127.0.0.1 | POST | /product/category | 200 | {"message":"add categories is success"}
20/6/2021:11:59:01 | ::ffff:127.0.0.1 | PUT | /product/category | 200 | {"message":"category id not found"}
20/6/2021:11:59:01 | ::ffff:127.0.0.1 | DELETE | /product/category/7 | 200 | {"message":"category id not found!"}
20/6/2021:12:0:25 | ::ffff:127.0.0.1 | POST | /login | 200 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoidXNlckBnbWFpbC5jb20iLCJyb2xlcyI6ImFkbWluIiwiaWF0IjoxNjI2NzU3MjI1LCJleHAiOjE2MjY4NDM2MjV9.O40PSHxzwGBzXqYBEFGzwrl5K0rgKb9AJ9jEBOlijWo"}
20/6/2021:12:0:25 | ::ffff:127.0.0.1 | GET | /product/category | 200 | [{"id":5,"name":"shose","image":"public/images/blank.jpg","createdAt":"2021-07-20T04:59:01.892Z","updatedAt":"2021-07-20T04:59:01.892Z"},{"id":4,"name":"shose","image":"public/images/blank.jpg","createdAt":"2021-07-20T04:56:37.225Z","updatedAt":"2021-07-20T04:56:37.225Z"},{"id":3,"name":"shose","image":"public/images/blank.jpg","createdAt":"2021-07-20T04:52:39.731Z","updatedAt":"2021-07-20T04:52:39.731Z"},{"id":2,"name":"shose","image":"public/images/blank.jpg","createdAt":"2021-07-20T04:51:02.867Z","updatedAt":"2021-07-20T04:51:02.867Z"},{"id":1,"name":"shose","image":"public/images/blank.jpg","createdAt":"2021-07-20T04:49:59.947Z","updatedAt":"2021-07-20T04:49:59.947Z"}]
20/6/2021:12:0:25 | ::ffff:127.0.0.1 | POST | /product/category | 200 | {"message":"add categories is success"}
20/6/2021:12:0:25 | ::ffff:127.0.0.1 | POST | /login | 200 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoidXNlckBnbWFpbC5jb20iLCJyb2xlcyI6ImFkbWluIiwiaWF0IjoxNjI2NzU3MjI1LCJleHAiOjE2MjY4NDM2MjV9.O40PSHxzwGBzXqYBEFGzwrl5K0rgKb9AJ9jEBOlijWo"}
20/6/2021:12:0:25 | ::ffff:127.0.0.1 | PUT | /product/category | 200 | {"message":"edit category is success"}
20/6/2021:12:0:25 | ::ffff:127.0.0.1 | GET | /product | 200 | [{"id":2,"title":"baju","category_id":4,"price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-20T04:59:01.725Z","updatedAt":"2021-07-20T04:59:01.725Z"},{"id":1,"title":"baju","category_id":4,"price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-20T04:56:37.499Z","updatedAt":"2021-07-20T04:56:37.499Z"}]
20/6/2021:12:0:25 | ::ffff:127.0.0.1 | POST | /product | 200 | {"name":"SequelizeForeignKeyConstraintError","parent":{"length":271,"name":"error","severity":"ERROR","code":"23503","detail":"Key (category_id)=(1) is not present in table \"categories\".","schema":"public","table":"products","constraint":"products_category_id_fkey","file":"ri_triggers.c","line":"2476","routine":"ri_ReportViolation","sql":"INSERT INTO \"products\" (\"id\",\"title\",\"category_id\",\"price\",\"brand\",\"review\",\"star\",\"image\",\"createdAt\",\"updatedAt\") VALUES (DEFAULT,$1,$2,$3,$4,$5,$6,$7,$8,$9) RETURNING \"id\",\"title\",\"category_id\",\"price\",\"brand\",\"review\",\"star\",\"image\",\"createdAt\",\"updatedAt\";","parameters":["baju",1,10000,"toko kami",21,4,"public/images/blank.jpg","2021-07-20 05:00:25.930 +00:00","2021-07-20 05:00:25.930 +00:00"]},"original":{"length":271,"name":"error","severity":"ERROR","code":"23503","detail":"Key (category_id)=(1) is not present in table \"categories\".","schema":"public","table":"products","constraint":"products_category_id_fkey","file":"ri_triggers.c","line":"2476","routine":"ri_ReportViolation","sql":"INSERT INTO \"products\" (\"id\",\"title\",\"category_id\",\"price\",\"brand\",\"review\",\"star\",\"image\",\"createdAt\",\"updatedAt\") VALUES (DEFAULT,$1,$2,$3,$4,$5,$6,$7,$8,$9) RETURNING \"id\",\"title\",\"category_id\",\"price\",\"brand\",\"review\",\"star\",\"image\",\"createdAt\",\"updatedAt\";","parameters":["baju",1,10000,"toko kami",21,4,"public/images/blank.jpg","2021-07-20 05:00:25.930 +00:00","2021-07-20 05:00:25.930 +00:00"]},"sql":"INSERT INTO \"products\" (\"id\",\"title\",\"category_id\",\"price\",\"brand\",\"review\",\"star\",\"image\",\"createdAt\",\"updatedAt\") VALUES (DEFAULT,$1,$2,$3,$4,$5,$6,$7,$8,$9) RETURNING \"id\",\"title\",\"category_id\",\"price\",\"brand\",\"review\",\"star\",\"image\",\"createdAt\",\"updatedAt\";","parameters":["baju",1,10000,"toko kami",21,4,"public/images/blank.jpg","2021-07-20 05:00:25.930 +00:00","2021-07-20 05:00:25.930 +00:00"],"fields":null,"table":"products","index":"products_category_id_fkey"}
20/6/2021:12:0:25 | ::ffff:127.0.0.1 | DELETE | /product/category/1 | 200 | {"message":"category success to delete"}
20/6/2021:12:0:25 | ::ffff:127.0.0.1 | POST | /register | 200 | {"message":"e-mail already registered"}
20/6/2021:12:0:25 | ::ffff:127.0.0.1 | PUT | /product | 200 | {"name":"SequelizeForeignKeyConstraintError","parent":{"length":271,"name":"error","severity":"ERROR","code":"23503","detail":"Key (category_id)=(1) is not present in table \"categories\".","schema":"public","table":"products","constraint":"products_category_id_fkey","file":"ri_triggers.c","line":"2476","routine":"ri_ReportViolation","sql":"UPDATE \"products\" SET \"title\"=$1,\"category_id\"=$2,\"price\"=$3,\"brand\"=$4,\"review\"=$5,\"star\"=$6,\"image\"=$7,\"updatedAt\"=$8 WHERE \"id\" = $9","parameters":["baju",1,10000,"toko kami",21,4,"public/images/blank.jpg","2021-07-20 05:00:25.986 +00:00",1]},"original":{"length":271,"name":"error","severity":"ERROR","code":"23503","detail":"Key (category_id)=(1) is not present in table \"categories\".","schema":"public","table":"products","constraint":"products_category_id_fkey","file":"ri_triggers.c","line":"2476","routine":"ri_ReportViolation","sql":"UPDATE \"products\" SET \"title\"=$1,\"category_id\"=$2,\"price\"=$3,\"brand\"=$4,\"review\"=$5,\"star\"=$6,\"image\"=$7,\"updatedAt\"=$8 WHERE \"id\" = $9","parameters":["baju",1,10000,"toko kami",21,4,"public/images/blank.jpg","2021-07-20 05:00:25.986 +00:00",1]},"sql":"UPDATE \"products\" SET \"title\"=$1,\"category_id\"=$2,\"price\"=$3,\"brand\"=$4,\"review\"=$5,\"star\"=$6,\"image\"=$7,\"updatedAt\"=$8 WHERE \"id\" = $9","parameters":["baju",1,10000,"toko kami",21,4,"public/images/blank.jpg","2021-07-20 05:00:25.986 +00:00",1],"fields":null,"table":"products","index":"products_category_id_fkey"}
20/6/2021:12:0:26 | ::ffff:127.0.0.1 | POST | /register | 200 | {"message":"e-mail already registered"}
20/6/2021:12:0:26 | ::ffff:127.0.0.1 | POST | /login | 200 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoidGVzdEBnbWFpbC5jb20iLCJyb2xlcyI6ImFkbWluIiwiaWF0IjoxNjI2NzU3MjI2LCJleHAiOjE2MjY4NDM2MjZ9.YpBGE2IwKgY8TiH4Zb6TrbaSCEI3b51MGUPZYTC1u84"}
20/6/2021:12:2:18 | ::ffff:127.0.0.1 | POST | /register | 200 | {"message":"e-mail already registered"}
20/6/2021:12:2:18 | ::ffff:127.0.0.1 | POST | /register | 200 | {"message":"e-mail already registered"}
20/6/2021:12:2:19 | ::ffff:127.0.0.1 | POST | /login | 200 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoidGVzdEBnbWFpbC5jb20iLCJyb2xlcyI6ImFkbWluIiwiaWF0IjoxNjI2NzU3MzM5LCJleHAiOjE2MjY4NDM3Mzl9.ROo874N105nQT_vVROqRsEzg2uaqsUPgNe0zH2zaF48"}
20/6/2021:12:2:18 | ::ffff:127.0.0.1 | POST | /login | 200 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoidXNlckBnbWFpbC5jb20iLCJyb2xlcyI6ImFkbWluIiwiaWF0IjoxNjI2NzU3MzM5LCJleHAiOjE2MjY4NDM3Mzl9.J2M1LV-H23VavHqYLIp4VAae47kMdnNoeRSaPWqqVLU"}
20/6/2021:12:2:18 | ::ffff:127.0.0.1 | POST | /login | 200 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoidXNlckBnbWFpbC5jb20iLCJyb2xlcyI6ImFkbWluIiwiaWF0IjoxNjI2NzU3MzM5LCJleHAiOjE2MjY4NDM3Mzl9.J2M1LV-H23VavHqYLIp4VAae47kMdnNoeRSaPWqqVLU"}
20/6/2021:12:2:19 | ::ffff:127.0.0.1 | GET | /product | 200 | [{"id":2,"title":"baju","category_id":4,"price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-20T04:59:01.725Z","updatedAt":"2021-07-20T04:59:01.725Z"},{"id":1,"title":"baju","category_id":4,"price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-20T04:56:37.499Z","updatedAt":"2021-07-20T04:56:37.499Z"}]
20/6/2021:12:2:19 | ::ffff:127.0.0.1 | POST | /product | 200 | {"message":"category not found"}
20/6/2021:12:2:19 | ::ffff:127.0.0.1 | GET | /product/category | 200 | [{"id":6,"name":"shose","image":"public/images/blank.jpg","createdAt":"2021-07-20T05:00:25.798Z","updatedAt":"2021-07-20T05:00:25.798Z"},{"id":5,"name":"shose","image":"public/images/blank.jpg","createdAt":"2021-07-20T04:59:01.892Z","updatedAt":"2021-07-20T04:59:01.892Z"},{"id":4,"name":"shose","image":"public/images/blank.jpg","createdAt":"2021-07-20T04:56:37.225Z","updatedAt":"2021-07-20T04:56:37.225Z"},{"id":3,"name":"shose","image":"public/images/blank.jpg","createdAt":"2021-07-20T04:52:39.731Z","updatedAt":"2021-07-20T04:52:39.731Z"},{"id":2,"name":"shose","image":"public/images/blank.jpg","createdAt":"2021-07-20T04:51:02.867Z","updatedAt":"2021-07-20T04:51:02.867Z"}]
20/6/2021:12:2:19 | ::ffff:127.0.0.1 | PUT | /product | 200 | {"name":"SequelizeForeignKeyConstraintError","parent":{"length":271,"name":"error","severity":"ERROR","code":"23503","detail":"Key (category_id)=(1) is not present in table \"categories\".","schema":"public","table":"products","constraint":"products_category_id_fkey","file":"ri_triggers.c","line":"2476","routine":"ri_ReportViolation","sql":"UPDATE \"products\" SET \"title\"=$1,\"category_id\"=$2,\"price\"=$3,\"brand\"=$4,\"review\"=$5,\"star\"=$6,\"image\"=$7,\"updatedAt\"=$8 WHERE \"id\" = $9","parameters":["baju",1,10000,"toko kami",21,4,"public/images/blank.jpg","2021-07-20 05:02:19.295 +00:00",1]},"original":{"length":271,"name":"error","severity":"ERROR","code":"23503","detail":"Key (category_id)=(1) is not present in table \"categories\".","schema":"public","table":"products","constraint":"products_category_id_fkey","file":"ri_triggers.c","line":"2476","routine":"ri_ReportViolation","sql":"UPDATE \"products\" SET \"title\"=$1,\"category_id\"=$2,\"price\"=$3,\"brand\"=$4,\"review\"=$5,\"star\"=$6,\"image\"=$7,\"updatedAt\"=$8 WHERE \"id\" = $9","parameters":["baju",1,10000,"toko kami",21,4,"public/images/blank.jpg","2021-07-20 05:02:19.295 +00:00",1]},"sql":"UPDATE \"products\" SET \"title\"=$1,\"category_id\"=$2,\"price\"=$3,\"brand\"=$4,\"review\"=$5,\"star\"=$6,\"image\"=$7,\"updatedAt\"=$8 WHERE \"id\" = $9","parameters":["baju",1,10000,"toko kami",21,4,"public/images/blank.jpg","2021-07-20 05:02:19.295 +00:00",1],"fields":null,"table":"products","index":"products_category_id_fkey"}
20/6/2021:12:2:19 | ::ffff:127.0.0.1 | POST | /product/category | 200 | {"message":"add categories is success"}
20/6/2021:12:2:19 | ::ffff:127.0.0.1 | PUT | /product/category | 200 | {"message":"category id not found"}
20/6/2021:12:2:19 | ::ffff:127.0.0.1 | DELETE | /product/category/1 | 200 | {"message":"category id not found!"}
20/6/2021:12:3:19 | ::ffff:127.0.0.1 | POST | /register | 200 | {"message":"e-mail already registered"}
20/6/2021:12:3:19 | ::ffff:127.0.0.1 | POST | /register | 200 | {"message":"e-mail already registered"}
20/6/2021:12:3:19 | ::ffff:127.0.0.1 | POST | /login | 200 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoidGVzdEBnbWFpbC5jb20iLCJyb2xlcyI6ImFkbWluIiwiaWF0IjoxNjI2NzU3Mzk5LCJleHAiOjE2MjY4NDM3OTl9.EK3lbZtxLlNHbJPDmEZsDQBICGFyhquRlHVlZXVP7Nc"}
20/6/2021:12:3:19 | ::ffff:127.0.0.1 | POST | /login | 200 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoidXNlckBnbWFpbC5jb20iLCJyb2xlcyI6ImFkbWluIiwiaWF0IjoxNjI2NzU3Mzk5LCJleHAiOjE2MjY4NDM3OTl9.TStd9Yux374hqPEWpucI-RTQg42ZosUIYAvao3B4lKY"}
